x,y,yaw_deg
138.47095864079893,1617.2599977999926,89.90728839992842
138.4717676498891,1617.7599650744598,90.93055897539855
138.46364736161968,1618.2598982857628,91.37020332341889
138.45169122438267,1618.7597552005248,92.81877682184935
138.42710291583455,1619.2591454022431,92.81877682184935
138.40251460728643,1619.7585356039615,91.99655531392492
138.38509534993375,1620.2582191937538,92.07501000121384
138.36699191569005,1620.7578779218036,91.64786314237415
138.35261365838585,1621.2576683963969,92.04069718479121
138.33480946483667,1621.7573377071637,92.04069718479121
138.31700527128748,1622.2570070179306,92.04069718479121
138.2992010777383,1622.7566763286975,92.08677495593808
138.2809945763454,1623.2563442006183,92.08677495593808
138.26278807495248,1623.756012072539,92.20148078511274
138.24358132760528,1624.2556412148117,91.24240365384709
138.23274016824632,1624.7555232914153,93.023942434509
138.20636366531153,1625.2548247384434,93.023942434509
138.17998716237673,1625.7541261854715,93.023942434509
138.15361065944194,1626.2534276324996,92.76986857589236
138.1294484692553,1626.7528422577382,93.15284394484979
138.10194862683727,1627.2520849318187,93.15284394484979
138.07444878441925,1627.7513276058992,93.37261152663767
138.04503436556251,1628.2504586556458,93.48585933557467
138.01463401754677,1628.7495212540284,93.48585933557467
137.98423366953102,1629.248583852411,93.48585933557467
137.95383332151528,1629.7476464507936,93.87213018176172
137.92006874797687,1630.246498854017,94.63260766375844
137.8796860429885,1630.7448605831255,94.68764880562756
137.83882465071258,1631.2431827426035,94.60997968115906
137.7986391623873,1631.7415554934244,94.60997968115906
137.75845367406203,1632.2399282442452,94.60997968115906
137.71826818573675,1632.738300995066,96.10466962242852
137.66509615135806,1633.235460768271,96.10466962242852
137.61192411697937,1633.7326205414759,97.49021264188238
137.5467457020128,1634.2283541126628,97.49021264188238
137.48156728704623,1634.7240876838498,97.49021264188238
137.41638887207966,1635.2198212550368,96.48547556183536
137.3599132018826,1635.716621515374,96.48547556183536
137.30343753168552,1636.2134217757114,96.48547556183536
137.24696186148844,1636.7102220360487,98.05577606140844
137.17689346674342,1637.2052872206818,98.05577606140844
137.1068250719984,1637.700352405315,100.01354766320894
137.0198845565801,1638.1927357353386,100.01354766320894
136.93294404116182,1638.6851190653622,100.20064106002837
136.84439618279282,1639.1772157804241,100.20064106002837
136.75584832442382,1639.669312495486,100.20064106002837
136.66730046605483,1640.161409210548,101.40221009672248
136.5684528898836,1640.6515409844747,101.669940428695
136.46731618437332,1641.1412052306102,102.6328132694093
136.35796514038566,1641.6291010110845,102.95669241239786
136.24585791053937,1642.1163708263634,102.95669241239786
136.13375068069308,1642.6036406416424,102.95669241239786
136.0216434508468,1643.0909104569214,103.11585067420665
135.90818309773363,1643.5778669859546,105.11855436239335
135.77777474423453,1644.0605602787361,103.26377905889231
135.66305855709743,1644.5472178836728,105.66279295121993
135.52807149935836,1645.0286495283206,105.66279295121993
135.3930844416193,1645.5100811729683,105.66279295121993
135.25809738388023,1645.991512817616,106.04616849367002
135.1198915569248,1646.4720321268453,105.62885165180798
134.98518969198074,1646.9535437407555,106.71621449113965
134.84137440103393,1647.4324126654162,107.717971314008
134.6892085062534,1647.908695596667,107.14153001718326
134.54184211427605,1648.3864849969314,107.20424787805257
134.39395280850624,1648.8641127925691,107.20424787805257
134.24606350273643,1649.341740588207,109.42414309706695
134.0797848249515,1649.8132801931872,110.8618065207726
133.90172736698503,1650.2805008844214,110.57954157260096
133.72597432543557,1650.7485916974777,111.71835272217902
133.5409523675471,1651.2130981917805,111.71835272217902
133.35593040965864,1651.6776046860834,111.71835272217902
133.17090845177017,1652.1421111803863,112.46800330363192
132.97982556571526,1652.6041557193105,112.60495090114496
132.7876381375171,1653.065743935762,113.34291572170899
132.5895217744153,1653.5248181658555,114.37367700637479
132.3831787775432,1653.9802548390883,114.37367700637479
132.17683578067113,1654.435691512321,114.37367700637479
131.97049278379905,1654.8911281855537,115.30020544981328
131.75681223136007,1655.343168693813,115.96107172784109
131.5379321096235,1655.7927143923407,115.96107172784109
131.31905198788695,1656.2422600908685,116.89512760827971
131.09287333950317,1656.6881765407272,116.89512760827971
130.8666946911194,1657.134092990586,116.89512760827971
130.6405160427356,1657.5800094404447,117.79352312623905
130.4073732526973,1658.0223252788303,117.79352312623905
130.174230462659,1658.464641117216,119.10007058761401
129.93106223477525,1658.901526928138,119.10007058761401
129.6878940068915,1659.3384127390602,118.45293655510042
129.4496756427676,1659.778017118989,118.45293655510042
129.2114572786437,1660.2176214989179,119.56045582874246
128.96478645641582,1660.652539313511,119.92550372787827
128.7153497763112,1661.0858765210473,119.92550372787827
128.46591309620658,1661.5192137285837,119.99602030444726
128.21594317375389,1661.9522437934263,119.99602030444726
127.9659732513012,1662.3852738582689,119.99602030444726
127.7160033288485,1662.8183039231114,120.44659753722
127.46263635963919,1663.2493538854992,119.63508690082995
127.2153994282503,1663.6839496993598,121.84837340060207
126.95156286825988,1664.1086734217492,121.4126378325921
126.69096392681388,1664.5353913454899,121.4126378325921
126.43036498536787,1664.9621092692305,122.11516214493672
126.16455397985669,1665.3855993271516,122.11516214493672
125.89874297434551,1665.8090893850726,122.62385289292745
125.62918224924613,1666.230203390442,122.62385289292745
125.35962152414675,1666.6513173958115,122.62385289292745
125.09006079904736,1667.072431401181,122.94162184661545
124.81816894898236,1667.492043515852,124.08358840558182
124.53796812952226,1667.9061538519413,124.63757469500159
124.2537764142836,1668.317535746063,124.63757469500159
123.96958469904496,1668.7289176401846,124.63757469500159
123.68539298380631,1669.1402995343062,124.40396117912084
123.40288107594233,1669.5528365840723,124.40396117912084
123.12036916807835,1669.9653736338385,125.70419728328602
122.82856882549447,1670.3713940117268,126.94963673560314
122.52801243246063,1670.770976111431,126.94963673560314
122.22745603942678,1671.1705582111354,126.94963673560314
121.92689964639294,1671.5701403108396,127.75134487770006
121.62078194409844,1671.9654776317095,127.80182069510968
121.31431636636933,1672.3605447505884,128.61620353292062
121.00226698386439,1672.751215610854,128.61620353292062
120.69021760135945,1673.1418864711195,129.85335522573743
120.36980565903002,1673.5257294356165,129.98241096742134
120.04853050203656,1673.9088490505208,129.89824181665642
119.7278179428223,1674.2924408870265,129.02793326173813
119.41296943356622,1674.680859072857,128.92482692728302
119.09881976995518,1675.0698440057192,128.92482692728302
118.78467010634415,1675.4588289385815,131.9136496180744
118.45066754452637,1675.8309025169842,132.27970255241465
118.11429248242223,1676.2008370710453,132.27970255241465
117.77791742031809,1676.5707716251063,132.464464135252
117.44035162084629,1676.9396190701566,132.464464135252
117.10278582137448,1677.3084665152069,132.464464135252
116.76522002190268,1677.6773139602572,133.3818900489338
116.42179187905867,1678.040709051484,132.85830533947882
116.08170058634096,1678.4072253794386,134.2995184944803
115.73249600877705,1678.765074621687,134.2995184944803
115.38329143121314,1679.1229238639355,135.63335265220422
115.02585151099765,1679.472547521986,135.01593670204022
114.67219979402023,1679.8260025586837,135.01593670204022
114.3185480770428,1680.1794575953816,134.7709008506731
113.96641120445429,1680.534421851274,135.54965813945114
113.60948290558724,1680.8845667454605,136.59626120440075
113.24621799232682,1681.228134202646,137.00013599671257
112.88054089069897,1681.569131993834,137.00013599671257
112.51486378907111,1681.9101297850218,137.04735674339904
112.14890592883819,1682.2508259424114,137.04735674339904
